date,entity,iso_code,indicator,value
2022-11-01,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-01,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-02,Finland,FIN,Daily ICU occupancy,10.0
2022-11-02,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-02,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-02,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-03,Finland,FIN,Daily ICU occupancy,10.0
2022-11-03,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-03,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-03,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-04,Finland,FIN,Daily ICU occupancy,10.0
2022-11-04,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-04,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-04,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-05,Finland,FIN,Daily ICU occupancy,10.0
2022-11-05,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-05,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-05,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-06,Finland,FIN,Daily ICU occupancy,10.0
2022-11-06,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-06,Finland,FIN,Daily hospital occupancy,1082.0
2022-11-06,Finland,FIN,Daily hospital occupancy per million,195.281
2022-11-07,Finland,FIN,Daily ICU occupancy,10.0
2022-11-07,Finland,FIN,Daily ICU occupancy per million,1.805
2022-11-07,Finland,FIN,Daily hospital occupancy,1089.0
2022-11-07,Finland,FIN,Daily hospital occupancy per million,196.544
2022-11-08,Finland,FIN,Daily ICU occupancy,14.0
2022-11-08,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-08,Finland,FIN,Daily hospital occupancy,990.0
2022-11-08,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-09,Finland,FIN,Daily ICU occupancy,14.0
2022-11-09,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-09,Finland,FIN,Daily hospital occupancy,990.0
2022-11-09,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-10,Finland,FIN,Daily ICU occupancy,14.0
2022-11-10,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-10,Finland,FIN,Daily hospital occupancy,990.0
2022-11-10,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-11,Finland,FIN,Daily ICU occupancy,14.0
2022-11-11,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-11,Finland,FIN,Daily hospital occupancy,990.0
2022-11-11,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-12,Finland,FIN,Daily ICU occupancy,14.0
2022-11-12,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-12,Finland,FIN,Daily hospital occupancy,990.0
2022-11-12,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-13,Finland,FIN,Daily ICU occupancy,14.0
2022-11-13,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-13,Finland,FIN,Daily hospital occupancy,990.0
2022-11-13,Finland,FIN,Daily hospital occupancy per million,178.676
2022-11-14,Finland,FIN,Daily ICU occupancy,14.0
2022-11-14,Finland,FIN,Daily ICU occupancy per million,2.527
2022-11-14,Finland,FIN,Daily hospital occupancy,972.0
2022-11-14,Finland,FIN,Daily hospital occupancy per million,175.428
2022-11-15,Finland,FIN,Daily ICU occupancy,15.0
2022-11-15,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-15,Finland,FIN,Daily hospital occupancy,903.0
2022-11-15,Finland,FIN,Daily hospital occupancy per million,162.974
2022-11-16,Finland,FIN,Daily ICU occupancy,15.0
2022-11-16,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-16,Finland,FIN,Daily hospital occupancy,920.0
2022-11-16,Finland,FIN,Daily hospital occupancy per million,166.043
2022-11-17,Finland,FIN,Daily ICU occupancy,15.0
2022-11-17,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-17,Finland,FIN,Daily hospital occupancy,920.0
2022-11-17,Finland,FIN,Daily hospital occupancy per million,166.043
2022-11-18,Finland,FIN,Daily ICU occupancy,15.0
2022-11-18,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-18,Finland,FIN,Daily hospital occupancy,920.0
2022-11-18,Finland,FIN,Daily hospital occupancy per million,166.043
2022-11-19,Finland,FIN,Daily ICU occupancy,15.0
2022-11-19,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-19,Finland,FIN,Daily hospital occupancy,920.0
2022-11-19,Finland,FIN,Daily hospital occupancy per million,166.043
2022-11-20,Finland,FIN,Daily ICU occupancy,15.0
2022-11-20,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-20,Finland,FIN,Daily hospital occupancy,920.0
2022-11-20,Finland,FIN,Daily hospital occupancy per million,166.043
2022-11-21,Finland,FIN,Daily ICU occupancy,15.0
2022-11-21,Finland,FIN,Daily ICU occupancy per million,2.707
2022-11-21,Finland,FIN,Daily hospital occupancy,896.0
2022-11-21,Finland,FIN,Daily hospital occupancy per million,161.711
2022-11-22,Finland,FIN,Daily ICU occupancy,23.0
2022-11-22,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-22,Finland,FIN,Daily hospital occupancy,923.0
2022-11-22,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-23,Finland,FIN,Daily ICU occupancy,23.0
2022-11-23,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-23,Finland,FIN,Daily hospital occupancy,923.0
2022-11-23,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-24,Finland,FIN,Daily ICU occupancy,23.0
2022-11-24,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-24,Finland,FIN,Daily hospital occupancy,923.0
2022-11-24,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-25,Finland,FIN,Daily ICU occupancy,23.0
2022-11-25,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-25,Finland,FIN,Daily hospital occupancy,923.0
2022-11-25,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-26,Finland,FIN,Daily ICU occupancy,23.0
2022-11-26,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-26,Finland,FIN,Daily hospital occupancy,923.0
2022-11-26,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-27,Finland,FIN,Daily ICU occupancy,23.0
2022-11-27,Finland,FIN,Daily ICU occupancy per million,4.151
2022-11-27,Finland,FIN,Daily hospital occupancy,923.0
2022-11-27,Finland,FIN,Daily hospital occupancy per million,166.584
2022-11-28,Finland,FIN,Daily ICU occupancy,24.0
2022-11-28,Finland,FIN,Daily ICU occupancy per million,4.332
2022-11-28,Finland,FIN,Daily hospital occupancy,930.0
2022-11-28,Finland,FIN,Daily hospital occupancy per million,167.847
2022-11-29,Finland,FIN,Daily ICU occupancy,17.0
2022-11-29,Finland,FIN,Daily ICU occupancy per million,3.068
2022-11-29,Finland,FIN,Daily hospital occupancy,930.0
2022-11-29,Finland,FIN,Daily hospital occupancy per million,167.847
2022-11-30,Finland,FIN,Daily ICU occupancy,17.0
2022-11-30,Finland,FIN,Daily ICU occupancy per million,3.068
2022-11-30,Finland,FIN,Daily hospital occupancy,930.0
2022-11-30,Finland,FIN,Daily hospital occupancy per million,167.847
2022-12-01,Finland,FIN,Daily ICU occupancy,17.0
2022-12-01,Finland,FIN,Daily ICU occupancy per million,3.068
2022-12-01,Finland,FIN,Daily hospital occupancy,930.0
2022-12-01,Finland,FIN,Daily hospital occupancy per million,167.847
2020-03-18,France,FRA,Daily ICU occupancy,771.0
2020-03-18,France,FRA,Daily ICU occupancy per million,11.37
2020-03-18,France,FRA,Daily hospital occupancy,2972.0
2020-03-18,France,FRA,Daily hospital occupancy per million,43.826
2020-03-19,France,FRA,Daily ICU occupancy,1002.0
2020-03-19,France,FRA,Daily ICU occupancy per million,14.776
2020-03-19,France,FRA,Daily hospital occupancy,4073.0
2020-03-19,France,FRA,Daily hospital occupancy per million,60.062
2020-03-20,France,FRA,Daily ICU occupancy,1297.0
2020-03-20,France,FRA,Daily ICU occupancy per million,19.126
2020-03-20,France,FRA,Daily hospital occupancy,5226.0
2020-03-20,France,FRA,Daily hospital occupancy per million,77.065
2020-03-21,France,FRA,Daily ICU occupancy,1453.0
2020-03-21,France,FRA,Daily ICU occupancy per million,21.427
2020-03-21,France,FRA,Daily hospital occupancy,5900.0
2020-03-21,France,FRA,Daily hospital occupancy per million,87.004
2020-03-22,France,FRA,Daily ICU occupancy,1674.0
2020-03-22,France,FRA,Daily ICU occupancy per million,24.686
2020-03-22,France,FRA,Daily hospital occupancy,6954.0
2020-03-22,France,FRA,Daily hospital occupancy per million,102.547
2020-03-23,France,FRA,Daily ICU occupancy,2080.0
2020-03-23,France,FRA,Daily ICU occupancy per million,30.673
2020-03-23,France,FRA,Daily hospital occupancy,8673.0
2020-03-23,France,FRA,Daily hospital occupancy per million,127.896
2020-03-24,France,FRA,Daily ICU occupancy,2503.0
2020-03-24,France,FRA,Daily ICU occupancy per million,36.91
2020-03-24,France,FRA,Daily hospital occupancy,10163.0
2020-03-24,France,FRA,Daily hospital occupancy per million,149.868
2020-03-25,France,FRA,Daily ICU occupancy,2935.0
2020-03-25,France,FRA,Daily ICU occupancy per million,43.281
2020-03-25,France,FRA,Daily hospital occupancy,12072.0
2020-03-25,France,FRA,Daily hospital occupancy per million,178.019
2020-03-25,France,FRA,Weekly new ICU admissions,2913.0
2020-03-25,France,FRA,Weekly new ICU admissions per million,42.956
2020-03-25,France,FRA,Weekly new hospital admissions,14396.0
2020-03-25,France,FRA,Weekly new hospital admissions per million,212.29
2020-03-26,France,FRA,Daily ICU occupancy,3351.0
2020-03-26,France,FRA,Daily ICU occupancy per million,49.415
2020-03-26,France,FRA,Daily hospital occupancy,13879.0
2020-03-26,France,FRA,Daily hospital occupancy per million,204.666
2020-03-26,France,FRA,Weekly new ICU admissions,3087.0
2020-03-26,France,FRA,Weekly new ICU admissions per million,45.522
2020-03-26,France,FRA,Weekly new hospital admissions,15264.0
2020-03-26,France,FRA,Weekly new hospital admissions per million,225.09
2020-03-27,France,FRA,Daily ICU occupancy,3758.0
2020-03-27,France,FRA,Daily ICU occupancy per million,55.417
2020-03-27,France,FRA,Daily hospital occupancy,15701.0
2020-03-27,France,FRA,Daily hospital occupancy per million,231.534
2020-03-27,France,FRA,Weekly new ICU admissions,3453.0
2020-03-27,France,FRA,Weekly new ICU admissions per million,50.919
2020-03-27,France,FRA,Weekly new hospital admissions,17067.0
2020-03-27,France,FRA,Weekly new hospital admissions per million,251.677
2020-03-28,France,FRA,Daily ICU occupancy,4236.0
2020-03-28,France,FRA,Daily ICU occupancy per million,62.466
2020-03-28,France,FRA,Daily hospital occupancy,17580.0
2020-03-28,France,FRA,Daily hospital occupancy per million,259.242
2020-03-28,France,FRA,Weekly new ICU admissions,3850.0
2020-03-28,France,FRA,Weekly new ICU admissions per million,56.774
2020-03-28,France,FRA,Weekly new hospital admissions,18880.0
2020-03-28,France,FRA,Weekly new hospital admissions per million,278.413
2020-03-29,France,FRA,Daily ICU occupancy,4592.0
2020-03-29,France,FRA,Daily ICU occupancy per million,67.716
2020-03-29,France,FRA,Daily hospital occupancy,19311.0
2020-03-29,France,FRA,Daily hospital occupancy per million,284.768
2020-03-29,France,FRA,Weekly new ICU admissions,4084.0
2020-03-29,France,FRA,Weekly new ICU admissions per million,60.224
2020-03-29,France,FRA,Weekly new hospital admissions,20031.0
2020-03-29,France,FRA,Weekly new hospital admissions per million,295.386
2020-03-30,France,FRA,Daily ICU occupancy,5056.0
2020-03-30,France,FRA,Daily ICU occupancy per million,74.558
2020-03-30,France,FRA,Daily hospital occupancy,20946.0
2020-03-30,France,FRA,Daily hospital occupancy per million,308.879
2020-03-30,France,FRA,Weekly new ICU admissions,4330.0
2020-03-30,France,FRA,Weekly new ICU admissions per million,63.852
2020-03-30,France,FRA,Weekly new hospital admissions,21086.0
2020-03-30,France,FRA,Weekly new hospital admissions per million,310.943
2020-03-31,France,FRA,Daily ICU occupancy,5496.0
2020-03-31,France,FRA,Daily ICU occupancy per million,81.046
2020-03-31,France,FRA,Daily hospital occupancy,22672.0
2020-03-31,France,FRA,Daily hospital occupancy per million,334.331
2020-03-31,France,FRA,Weekly new ICU admissions,4526.0
2020-03-31,France,FRA,Weekly new ICU admissions per million,66.742
2020-03-31,France,FRA,Weekly new hospital admissions,22614.0
2020-03-31,France,FRA,Weekly new hospital admissions per million,333.476
2020-04-01,France,FRA,Daily ICU occupancy,5940.0
2020-04-01,France,FRA,Daily ICU occupancy per million,87.594
2020-04-01,France,FRA,Daily hospital occupancy,24543.0
2020-04-01,France,FRA,Daily hospital occupancy per million,361.922
2020-04-01,France,FRA,Weekly new ICU admissions,4690.0
2020-04-01,France,FRA,Weekly new ICU admissions per million,69.161
2020-04-01,France,FRA,Weekly new hospital admissions,23729.0
2020-04-01,France,FRA,Weekly new hospital admissions per million,349.918
2020-04-02,France,FRA,Daily ICU occupancy,6305.0
2020-04-02,France,FRA,Daily ICU occupancy per million,92.976
2020-04-02,France,FRA,Daily hospital occupancy,26131.0
2020-04-02,France,FRA,Daily hospital occupancy per million,385.339
2020-04-02,France,FRA,Weekly new ICU admissions,4806.0
2020-04-02,France,FRA,Weekly new ICU admissions per million,70.871
2020-04-02,France,FRA,Weekly new hospital admissions,24477.0
2020-04-02,France,FRA,Weekly new hospital admissions per million,360.948
2020-04-03,France,FRA,Daily ICU occupancy,6556.0
2020-04-03,France,FRA,Daily ICU occupancy per million,96.678
2020-04-03,France,FRA,Daily hospital occupancy,27302.0
2020-04-03,France,FRA,Daily hospital occupancy per million,402.607
2020-04-03,France,FRA,Weekly new ICU admissions,4838.0
2020-04-03,France,FRA,Weekly new ICU admissions per million,71.343
2020-04-03,France,FRA,Weekly new hospital admissions,25045.0
2020-04-03,France,FRA,Weekly new hospital admissions per million,369.324
2020-04-04,France,FRA,Daily ICU occupancy,6723.0
2020-04-04,France,FRA,Daily ICU occupancy per million,99.14
2020-04-04,France,FRA,Daily hospital occupancy,28003.0
2020-04-04,France,FRA,Daily hospital occupancy per million,412.944
2020-04-04,France,FRA,Weekly new ICU admissions,4645.0
2020-04-04,France,FRA,Weekly new ICU admissions per million,68.497
2020-04-04,France,FRA,Weekly new hospital admissions,24514.0
2020-04-04,France,FRA,Weekly new hospital admissions per million,361.494
2020-04-05,France,FRA,Daily ICU occupancy,6859.0
2020-04-05,France,FRA,Daily ICU occupancy per million,101.146
2020-04-05,France,FRA,Daily hospital occupancy,28747.0
2020-04-05,France,FRA,Daily hospital occupancy per million,423.916
2020-04-05,France,FRA,Weekly new ICU admissions,4492.0
2020-04-05,France,FRA,Weekly new ICU admissions per million,66.241
2020-04-05,France,FRA,Weekly new hospital admissions,23760.0
2020-04-05,France,FRA,Weekly new hospital admissions per million,350.375
2020-04-06,France,FRA,Daily ICU occupancy,6948.0
2020-04-06,France,FRA,Daily ICU occupancy per million,102.458
2020-04-06,France,FRA,Daily hospital occupancy,29569.0
2020-04-06,France,FRA,Daily hospital occupancy per million,436.037
2020-04-06,France,FRA,Weekly new ICU admissions,4276.0
2020-04-06,France,FRA,Weekly new ICU admissions per million,63.056
2020-04-06,France,FRA,Weekly new hospital admissions,23406.0
2020-04-06,France,FRA,Weekly new hospital admissions per million,345.155
2020-04-07,France,FRA,Daily ICU occupancy,7004.0
2020-04-07,France,FRA,Daily ICU occupancy per million,103.284
2020-04-07,France,FRA,Daily hospital occupancy,29871.0
2020-04-07,France,FRA,Daily hospital occupancy per million,440.491
2020-04-07,France,FRA,Weekly new ICU admissions,4027.0
2020-04-07,France,FRA,Weekly new ICU admissions per million,59.384
2020-04-07,France,FRA,Weekly new hospital admissions,22537.0
2020-04-07,France,FRA,Weekly new hospital admissions per million,332.34
2020-04-08,France,FRA,Daily ICU occupancy,7019.0
2020-04-08,France,FRA,Daily ICU occupancy per million,103.505
2020-04-08,France,FRA,Daily hospital occupancy,30217.0
2020-04-08,France,FRA,Daily hospital occupancy per million,445.593
2020-04-08,France,FRA,Weekly new ICU admissions,3738.0
2020-04-08,France,FRA,Weekly new ICU admissions per million,55.122
2020-04-08,France,FRA,Weekly new hospital admissions,21395.0
2020-04-08,France,FRA,Weekly new hospital admissions per million,315.5
2020-04-09,France,FRA,Daily ICU occupancy,6937.0
2020-04-09,France,FRA,Daily ICU occupancy per million,102.296
2020-04-09,France,FRA,Daily hospital occupancy,30608.0
2020-04-09,France,FRA,Daily hospital occupancy per million,451.359
2020-04-09,France,FRA,Weekly new ICU admissions,3379.0
2020-04-09,France,FRA,Weekly new ICU admissions per million,49.828
2020-04-09,France,FRA,Weekly new hospital admissions,20540.0
2020-04-09,France,FRA,Weekly new hospital admissions per million,302.892
2020-04-10,France,FRA,Daily ICU occupancy,6875.0
2020-04-10,France,FRA,Daily ICU occupancy per million,101.382
2020-04-10,France,FRA,Daily hospital occupancy,31108.0
2020-04-10,France,FRA,Daily hospital occupancy per million,458.732
2020-04-10,France,FRA,Weekly new ICU admissions,3170.0
2020-04-10,France,FRA,Weekly new ICU admissions per million,46.746
2020-04-10,France,FRA,Weekly new hospital admissions,20074.0
2020-04-10,France,FRA,Weekly new hospital admissions per million,296.02
2020-04-11,France,FRA,Daily ICU occupancy,6752.0
2020-04-11,France,FRA,Daily ICU occupancy per million,99.568
2020-04-11,France,FRA,Daily hospital occupancy,31159.0
2020-04-11,France,FRA,Daily hospital occupancy per million,459.484
2020-04-11,France,FRA,Weekly new ICU admissions,2923.0
2020-04-11,France,FRA,Weekly new ICU admissions per million,43.104
2020-04-11,France,FRA,Weekly new hospital admissions,19296.0
2020-04-11,France,FRA,Weekly new hospital admissions per million,284.547
2020-04-12,France,FRA,Daily ICU occupancy,6714.0
2020-04-12,France,FRA,Daily ICU occupancy per million,99.008
2020-04-12,France,FRA,Daily hospital occupancy,31665.0
2020-04-12,France,FRA,Daily hospital occupancy per million,466.946
2020-04-12,France,FRA,Weekly new ICU admissions,2753.0
2020-04-12,France,FRA,Weekly new ICU admissions per million,40.597
2020-04-12,France,FRA,Weekly new hospital admissions,19053.0
2020-04-12,France,FRA,Weekly new hospital admissions per million,280.964
2020-04-13,France,FRA,Daily ICU occupancy,6690.0
2020-04-13,France,FRA,Daily ICU occupancy per million,98.654
2020-04-13,France,FRA,Daily hospital occupancy,31952.0
2020-04-13,France,FRA,Daily hospital occupancy per million,471.178
2020-04-13,France,FRA,Weekly new ICU admissions,2502.0
2020-04-13,France,FRA,Weekly new ICU admissions per million,36.896
2020-04-13,France,FRA,Weekly new hospital admissions,17556.0
2020-04-13,France,FRA,Weekly new hospital admissions per million,258.888
2020-04-14,France,FRA,Daily ICU occupancy,6599.0
2020-04-14,France,FRA,Daily ICU occupancy per million,97.312
2020-04-14,France,FRA,Daily hospital occupancy,32131.0
2020-04-14,France,FRA,Daily hospital occupancy per million,473.818
2020-04-14,France,FRA,Weekly new ICU admissions,2259.0
2020-04-14,France,FRA,Weekly new ICU admissions per million,33.312
2020-04-14,France,FRA,Weekly new hospital admissions,16244.0
2020-04-14,France,FRA,Weekly new hospital admissions per million,239.541
2020-04-15,France,FRA,Daily ICU occupancy,6331.0
2020-04-15,France,FRA,Daily ICU occupancy per million,93.36
2020-04-15,France,FRA,Daily hospital occupancy,31623.0
2020-04-15,France,FRA,Daily hospital occupancy per million,466.327
2020-04-15,France,FRA,Weekly new ICU admissions,2061.0
2020-04-15,France,FRA,Weekly new ICU admissions per million,30.392
2020-04-15,France,FRA,Weekly new hospital admissions,15520.0
2020-04-15,France,FRA,Weekly new hospital admissions per million,228.865
2020-04-16,France,FRA,Daily ICU occupancy,6139.0
2020-04-16,France,FRA,Daily ICU occupancy per million,90.528
2020-04-16,France,FRA,Daily hospital occupancy,31172.0
2020-04-16,France,FRA,Daily hospital occupancy per million,459.676
2020-04-16,France,FRA,Weekly new ICU admissions,1962.0
2020-04-16,France,FRA,Weekly new ICU admissions per million,28.933
2020-04-16,France,FRA,Weekly new hospital admissions,14614.0
2020-04-16,France,FRA,Weekly new hospital admissions per million,215.504
2020-04-17,France,FRA,Daily ICU occupancy,5922.0
2020-04-17,France,FRA,Daily ICU occupancy per million,87.328
2020-04-17,France,FRA,Daily hospital occupancy,31061.0
2020-04-17,France,FRA,Daily hospital occupancy per million,458.039
2020-04-17,France,FRA,Weekly new ICU admissions,1773.0
2020-04-17,France,FRA,Weekly new ICU admissions per million,26.145
2020-04-17,France,FRA,Weekly new hospital admissions,13619.0
2020-04-17,France,FRA,Weekly new hospital admissions per million,200.832
2020-04-18,France,FRA,Daily ICU occupancy,5733.0
2020-04-18,France,FRA,Daily ICU occupancy per million,84.541
2020-04-18,France,FRA,Daily hospital occupancy,30515.0
2020-04-18,France,FRA,Daily hospital occupancy per million,449.987
2020-04-18,France,FRA,Weekly new ICU admissions,1724.0
2020-04-18,France,FRA,Weekly new ICU admissions per million,25.423
2020-04-18,France,FRA,Weekly new hospital admissions,13140.0
2020-04-18,France,FRA,Weekly new hospital admissions per million,193.768
2020-04-19,France,FRA,Daily ICU occupancy,5644.0
2020-04-19,France,FRA,Daily ICU occupancy per million,83.229
2020-04-19,France,FRA,Daily hospital occupancy,30486.0
2020-04-19,France,FRA,Daily hospital occupancy per million,449.56
2020-04-19,France,FRA,Weekly new ICU admissions,1641.0
2020-04-19,France,FRA,Weekly new ICU admissions per million,24.199
2020-04-19,France,FRA,Weekly new hospital admissions,12342.0
2020-04-19,France,FRA,Weekly new hospital admissions per million,182.001
2020-04-20,France,FRA,Daily ICU occupancy,5584.0
2020-04-20,France,FRA,Daily ICU occupancy per million,82.344
2020-04-20,France,FRA,Daily hospital occupancy,30462.0
2020-04-20,France,FRA,Daily hospital occupancy per million,449.206
2020-04-20,France,FRA,Weekly new ICU admissions,1622.0
2020-04-20,France,FRA,Weekly new ICU admissions per million,23.919
2020-04-20,France,FRA,Weekly new hospital admissions,12549.0
2020-04-20,France,FRA,Weekly new hospital admissions per million,185.053
2020-04-21,France,FRA,Daily ICU occupancy,5334.0
2020-04-21,France,FRA,Daily ICU occupancy per million,78.657
2020-04-21,France,FRA,Daily hospital occupancy,29984.0
2020-04-21,France,FRA,Daily hospital occupancy per million,442.157
2020-04-21,France,FRA,Weekly new ICU admissions,1537.0
2020-04-21,France,FRA,Weekly new ICU admissions per million,22.665
2020-04-21,France,FRA,Weekly new hospital admissions,12469.0
2020-04-21,France,FRA,Weekly new hospital admissions per million,183.873
2020-04-22,France,FRA,Daily ICU occupancy,5127.0
2020-04-22,France,FRA,Daily ICU occupancy per million,75.605
2020-04-22,France,FRA,Daily hospital occupancy,29627.0
2020-04-22,France,FRA,Daily hospital occupancy per million,436.893
2020-04-22,France,FRA,Weekly new ICU admissions,1436.0
2020-04-22,France,FRA,Weekly new ICU admissions per million,21.176
2020-04-22,France,FRA,Weekly new hospital admissions,11673.0
2020-04-22,France,FRA,Weekly new hospital admissions per million,172.135
2020-04-23,France,FRA,Daily ICU occupancy,4967.0
2020-04-23,France,FRA,Daily ICU occupancy per million,73.246
2020-04-23,France,FRA,Daily hospital occupancy,29113.0
2020-04-23,France,FRA,Daily hospital occupancy per million,429.313
2020-04-23,France,FRA,Weekly new ICU admissions,1344.0
2020-04-23,France,FRA,Weekly new ICU admissions per million,19.819
2020-04-23,France,FRA,Weekly new hospital admissions,10999.0
2020-04-23,France,FRA,Weekly new hospital admissions per million,162.196
2020-04-24,France,FRA,Daily ICU occupancy,4785.0
2020-04-24,France,FRA,Daily ICU occupancy per million,70.562
2020-04-24,France,FRA,Daily hospital occupancy,28554.0
2020-04-24,France,FRA,Daily hospital occupancy per million,421.07
2020-04-24,France,FRA,Weekly new ICU admissions,1257.0
2020-04-24,France,FRA,Weekly new ICU admissions per million,18.536
2020-04-24,France,FRA,Weekly new hospital admissions,10179.0
2020-04-24,France,FRA,Weekly new hospital admissions per million,150.104
2020-04-25,France,FRA,Daily ICU occupancy,4641.0
2020-04-25,France,FRA,Daily ICU occupancy per million,68.438
2020-04-25,France,FRA,Daily hospital occupancy,28119.0
2020-04-25,France,FRA,Daily hospital occupancy per million,414.655
2020-04-25,France,FRA,Weekly new ICU admissions,1175.0
2020-04-25,France,FRA,Weekly new ICU admissions per million,17.327
2020-04-25,France,FRA,Weekly new hospital admissions,9613.0
2020-04-25,France,FRA,Weekly new hospital admissions per million,141.757
2020-04-26,France,FRA,Daily ICU occupancy,4598.0
2020-04-26,France,FRA,Daily ICU occupancy per million,67.804
2020-04-26,France,FRA,Daily hospital occupancy,28114.0
2020-04-26,France,FRA,Daily hospital occupancy per million,414.581
2020-04-26,France,FRA,Weekly new ICU admissions,1117.0
2020-04-26,France,FRA,Weekly new ICU admissions per million,16.472
2020-04-26,France,FRA,Weekly new hospital admissions,9204.0
2020-04-26,France,FRA,Weekly new hospital admissions per million,135.726
2020-04-27,France,FRA,Daily ICU occupancy,4526.0
2020-04-27,France,FRA,Daily ICU occupancy per million,66.742
2020-04-27,France,FRA,Daily hospital occupancy,27954.0
2020-04-27,France,FRA,Daily hospital occupancy per million,412.222
2020-04-27,France,FRA,Weekly new ICU admissions,1034.0
2020-04-27,France,FRA,Weekly new ICU admissions per million,15.248
2020-04-27,France,FRA,Weekly new hospital admissions,8704.0
2020-04-27,France,FRA,Weekly new hospital admissions per million,128.353
2020-04-28,France,FRA,Daily ICU occupancy,4392.0
2020-04-28,France,FRA,Daily ICU occupancy per million,64.766
2020-04-28,France,FRA,Daily hospital occupancy,27607.0
2020-04-28,France,FRA,Daily hospital occupancy per million,407.105
2020-04-28,France,FRA,Weekly new ICU admissions,997.0
2020-04-28,France,FRA,Weekly new ICU admissions per million,14.702
2020-04-28,France,FRA,Weekly new hospital admissions,8140.0
2020-04-28,France,FRA,Weekly new hospital admissions per million,120.036
2020-04-29,France,FRA,Daily ICU occupancy,4128.0
2020-04-29,France,FRA,Daily ICU occupancy per million,60.873
2020-04-29,France,FRA,Daily hospital occupancy,26736.0
2020-04-29,France,FRA,Daily hospital occupancy per million,394.261
2020-04-29,France,FRA,Weekly new ICU admissions,924.0
2020-04-29,France,FRA,Weekly new ICU admissions per million,13.626
2020-04-29,France,FRA,Weekly new hospital admissions,7591.0
2020-04-29,France,FRA,Weekly new hospital admissions per million,111.94
2020-04-30,France,FRA,Daily ICU occupancy,3947.0
2020-04-30,France,FRA,Daily ICU occupancy per million,58.204
2020-04-30,France,FRA,Daily hospital occupancy,26192.0
2020-04-30,France,FRA,Daily hospital occupancy per million,386.239
2020-04-30,France,FRA,Weekly new ICU admissions,867.0
2020-04-30,France,FRA,Weekly new ICU admissions per million,12.785
2020-04-30,France,FRA,Weekly new hospital admissions,7229.0
2020-04-30,France,FRA,Weekly new hospital admissions per million,106.602
2020-05-01,France,FRA,Daily ICU occupancy,3819.0
2020-05-01,France,FRA,Daily ICU occupancy per million,56.317
2020-05-01,France,FRA,Daily hospital occupancy,25809.0
2020-05-01,France,FRA,Daily hospital occupancy per million,380.591
2020-05-01,France,FRA,Weekly new ICU admissions,785.0
2020-05-01,France,FRA,Weekly new ICU admissions per million,11.576
2020-05-01,France,FRA,Weekly new hospital admissions,6551.0
2020-05-01,France,FRA,Weekly new hospital admissions per million,96.604
2020-05-02,France,FRA,Daily ICU occupancy,3770.0
2020-05-02,France,FRA,Daily ICU occupancy per million,55.594
2020-05-02,France,FRA,Daily hospital occupancy,25751.0
2020-05-02,France,FRA,Daily hospital occupancy per million,379.735
2020-05-02,France,FRA,Weekly new ICU admissions,725.0
2020-05-02,France,FRA,Weekly new ICU admissions per million,10.691
2020-05-02,France,FRA,Weekly new hospital admissions,6005.0
2020-05-02,France,FRA,Weekly new hospital admissions per million,88.552
